6
11
3
6
11
10
10
3
11
11
11
1
10
11
2
10
6
6
11
6
2
6
6
6
8
8
6
8
9
11
5
10
6
2
5
6
5
2
10
3
10
1
3
6
10
11
8
8
11
2
10
